occupation_id,onet_soc_code,acs_reference_year,acs_release_label,acs_socp_code,acs_query_mode,acs_industry_code,industry_rank,industry_weighted_worker_count,industry_share,source_mix,notes
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,8680,1,171588.000,0.118,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,0770,2,80761.000,0.056,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,6671,3,40919.000,0.028,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,8660,4,35763.000,0.025,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,8590,5,34195.000,0.024,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,7380,6,33811.000,0.023,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,7390,7,31033.000,0.021,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,6970,8,20341.000,0.014,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,6170,9,20275.000,0.014,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,6871,10,18886.000,0.013,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,7071,11,18703.000,0.013,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,4670,12,18487.000,0.013,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,5392,13,17715.000,0.012,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,6290,14,16670.000,0.012,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,6390,15,15565.000,0.011,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,6380,16,15535.000,0.011,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,4871,17,14929.000,0.010,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,9370,18,13380.000,0.009,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,6890,19,13171.000,0.009,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,7870,20,12993.000,0.009,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,7860,21,12874.000,0.009,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,8191,22,12782.000,0.009,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,6991,23,12678.000,0.009,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,7790,24,12516.000,0.009,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,9170,25,12477.000,0.009,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,5171,26,11779.000,0.008,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,7690,27,11670.000,0.008,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,7670,28,11323.000,0.008,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,7590,29,11217.000,0.008,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,4971,30,11191.000,0.008,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,3291,31,10138.000,0.007,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,1370,32,10110.000,0.007,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,5581,33,10061.000,0.007,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,7780,34,9980.000,0.007,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,8770,35,9932.000,0.007,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
occ_11_1021_00,11-1021.00,2024,acs_1yr_pums,111021,exact_socp,8180,36,9715.000,0.007,src_census_acs_2024_1yr_pums_api,acs_api_records=15348|employed_records=13484|query_mode=exact_socp
